Year,Rating
0,1200.0
2012,1070.583694596176
2013,814.9139345384583
2014,526.188378100194
2018,126.18837810019397
2019,-238.0973361855203
2020,-575.5973361855204
2021,-892.264002852187
2022,-1192.2640028521869
