Year,Rating
0,1200.0
2011,953.3485922363759
2012,925.5877648597193
2013,761.6221760663603
2014,500.85529275739407
2018,508.45301861418164
2019,170.95301861418164
2020,-145.71364805248498
2021,-445.713648052485
2022,-729.1801455800277
