Year,Rating
0,1200.0
2011,1261.3700901280565
2012,1318.0010184368082
2013,1327.7203187806663
2014,1218.490561852014
2018,1237.3852809034831
2019,1389.615029152166
2020,1417.9483405396368
2021,1554.2803008485832
2022,1267.916664484947
