Year,Rating
0,25.0
2011,41.79701107846482
2012,42.83439847195983
2013,38.97214594454335
2014,36.40947357453955
2016,34.06680204771248
2017,32.69550497935605
2018,33.35430208706108
2019,33.85843989843717
2021,31.92922981271685
2022,31.124740368259754
