Year,Rating
0,25.0
2011,31.20279824015829
2012,31.107362833477186
2013,30.65841614236993
2014,30.46685948322345
2016,31.839796788769252
2017,31.924312696525828
2018,33.65912122570506
2019,34.309278366966396
2021,33.3605471627761
2022,33.80991756241071
