Year,Rating
0,1500.0
2011,1632.8314487453563
2012,1740.214405454522
2013,1838.932274698415
2014,1629.1688630491421
2015,1317.5616783503394
2016,1535.9629517028227
2017,1566.358818275077
2018,1816.893066593817
2019,1750.6790668852916
2020,1629.536403423235
2021,1873.7988891506207
2022,1781.8584926056246
