Year,Rating
0,1200.0
2011,1213.428391058543
2012,1166.8365276120833
2013,1159.5886161083383
2014,1195.80974034793
2015,1335.2753683446772
2017,1596.616023676363
2018,1913.2826903430296
2019,2213.2826903430296
2020,2499.646326706666
2021,2774.646326706666
2022,3040.0309420912813
