Year,Rating
0,1200.0
2011,1354.7109097940324
2012,1469.5985708912997
2013,1574.474438494615
2014,1735.8867642353212
2015,1769.0830518167404
2016,2030.158314254488
2017,2129.9071620604427
2018,2182.9254511545646
2019,2344.9013370920848
2020,2329.3700870488146
2021,2063.9854716641994
2022,2321.1283288070563
