Year,Rating
0,1200.0
2011,1233.7201548756766
2012,1210.0443632315073
2013,1131.5504314863774
2014,1126.3997751659608
2015,839.9057261695895
2016,502.40572616958946
2017,301.91796658245977
2018,35.30498453912952
2019,-251.05865182450685
2020,-526.0586518245068
2021,-412.41791679499516
2022,-669.5607739378522
