Year,Rating
0,1200.0
2011,1468.681494938316
2012,1714.5972201769805
2013,2089.174612129825
2014,2426.374444790509
2015,2790.6601590762234
2016,3128.1601590762234
2017,3444.82682574289
2018,3744.82682574289
2019,4031.1904621065264
2020,4306.190462106526
2021,4571.575077491141
2022,4828.717934633998
