Year,Rating
0,1200.0
2011,1173.129229731334
2012,1169.8795536933358
2013,1198.4590154621114
2014,1346.0613126078133
2016,1658.2083561518511
2017,1809.0155534561618
2018,2125.6822201228283
2019,2425.6822201228283
2021,2668.4198572601426
2022,2917.415022343508
