Year,Rating
0,1200.0
2011,1415.2068649264145
2012,1671.8006386175566
2013,1804.4687537229822
2014,1928.0084022285948
2016,1987.6893075237542
2017,2119.4483864792264
2018,2198.000761231823
2019,2306.3631473987866
2021,2592.726783762423
2022,2867.726783762423
