Year,Rating
0,1200.0
2011,1072.3252032380553
2012,1000.6771178117164
2013,933.592058888363
2014,1026.7859422986116
2016,931.4136448619029
2018,593.9136448619029
2019,400.6663100926618
2021,287.4446139718628
2022,1.0809776082264193
