Year,Rating
0,1200.0
2011,1173.129229731334
2012,1135.9087709993555
2013,1119.5240036338043
2014,1072.6587083399218
2015,1008.2519740659646
2016,1072.8016441646107
2017,1081.2633873993905
2018,1130.511048053441
2019,1304.1686082335898
2020,1277.112707671778
2021,1247.8867474828974
2022,1051.643630917508
