Year,Rating
0,1200.0
2011,1363.7956139386022
2012,1550.36502767043
2013,1914.8199622919556
2014,2314.8199622919556
2015,2679.10567657767
2016,3016.60567657767
2017,3333.2723432443363
2018,3633.2723432443363
2019,3919.635979607973
2020,4194.635979607972
2021,4460.020594992588
2022,4717.1634521354445
