Year,Rating
0,1200.0
2011,1382.995965382791
2012,1621.0836840731204
2013,1924.4362367020515
2014,2318.8642976209107
2015,2683.150011906625
2016,3020.650011906625
2017,3337.3166785732915
2018,3637.3166785732915
2019,3923.680314936928
2020,4198.680314936928
2021,4464.064930321543
2022,4721.2077874644
