Year,Rating
0,1200.0
2011,1159.5743259321705
2012,1096.3945620477225
2013,1035.3067363075227
2014,813.7333326957108
2015,521.306557660281
2016,183.806557660281
2017,-73.89618149938302
2018,-373.89618149938303
2019,-660.2598178630194
2020,-935.2598178630194
2021,-1200.6444332476349
2022,-1457.787290390492
