Year,Rating
0,1500.0
2011,1435.322451130064
2012,1501.8072476836992
2013,1300.860450233755
2014,1149.1481835438287
2016,1008.2416242290617
2017,1139.1626138589954
2018,1213.1095601792126
2019,1033.254899094014
2021,1122.3691926048164
2022,1123.2268963199317
