Year,Rating
0,1500.0
2011,1435.1873297357613
2012,1582.59716346499
2013,1664.0208940706991
2014,1711.704135289533
2016,1576.1691685661456
2017,1355.1991985419431
2018,1283.0129072845587
2019,1279.7135232750986
2021,1176.0055526896472
2022,1181.9306490381948
