Year,Rating
0,1500.0
2011,1533.1320464152157
2012,1666.8075094148496
2013,1881.8527217698197
2014,2025.0252406904053
2016,2072.9680691497356
2017,2095.6472120503536
2018,2153.563090699054
2019,2258.413904999854
2021,2331.8303074548603
2022,2408.737262859817
