Year,Rating
0,1500.0
2011,1759.872996998014
2012,1864.7893174449455
2013,2024.1387464562606
2014,2153.9771418778623
2016,2271.3332445965607
2017,2303.12050541115
2018,2261.6835038253503
2019,2171.1408552408816
2021,2215.814748473169
2022,2187.7283657973603
