Year,Rating
0,25.0
2011,25.892918444242422
2012,22.08469963575293
2013,23.07340307401837
2014,25.573292295192736
2018,23.95984905157479
2019,24.15709266668768
2020,23.5410432261432
2021,24.132549154532843
2022,22.233183307019775
