Year,Rating
0,25.0
2011,30.083969675098206
2012,31.151415536629372
2013,35.617078441644914
2014,37.60658894611416
2015,39.70841471521152
2016,39.36066376591547
2017,38.68206148349722
2018,38.15268505961485
2019,38.27067334261577
2020,38.72233166321101
2021,38.26881706233098
2022,37.98062462258407
