Year,Rating
0,25.0
2011,38.918628638096116
2012,40.5114423107061
2013,39.43872448506194
2014,41.935685552852405
2015,42.25953801233497
2016,38.3135450740776
2017,39.04605916943857
2018,38.35241818986256
2019,39.25582178615389
2020,39.79444135430104
2021,40.83331542646917
2022,40.61748423676963
