Year,Rating
0,25.0
2011,44.699095249551085
2012,40.67148204571176
2013,39.259651850533
2014,42.570136959013375
2015,44.28253136041891
2016,43.625825166318506
2017,42.965012178721835
2018,42.710037349506244
2019,42.12014157259781
2020,41.29353444127367
2021,39.118720175392006
2022,37.55169806009305
