Year,Rating
0,1200.0
2011,1329.0719796505502
2012,1447.0898749364758
2013,1646.8978060501747
2016,1815.621564824818
2019,2179.9072791105323
2020,2353.4127798332797
2021,2670.0794464999462
2022,2970.0794464999462
