Year,Rating
0,1200.0
2011,1010.298515425056
2012,993.215334168339
2013,684.0196669321314
2016,284.0196669321314
2019,-80.2660473535829
2020,-417.7660473535829
2021,-734.4327140202495
2022,-1034.4327140202495
