Year,Rating
0,25.0
2011,30.592703406590477
2012,34.411572796408606
2013,33.107977949255464
2016,30.54814924615657
2019,31.198980336555007
2020,31.7683557938066
2021,29.598736419429446
2022,26.88327786322603
