Year,Rating
0,25.0
2011,33.10354787900829
2012,39.39736793152961
2013,37.36473046181716
2016,41.281198343005144
2019,39.46357340714875
2020,41.71737293551264
2021,42.75195875875877
2022,44.010228493557605
