Year,Rating
0,25.0
2011,20.152571205187666
2012,13.384944441213728
2014,13.640439302349252
2015,15.190973040901792
2016,18.018799752117346
2017,19.420631548600312
2018,18.54668580093958
2019,19.83956475046237
2021,18.80923749612077
2022,17.57098956173953
