Year,Rating
0,25.0
2012,13.302977014969086
2013,20.89629530375668
2014,20.65802733957864
2015,18.530508656152573
2016,18.649714840641394
2017,20.343954871858404
2018,19.582044111428086
2019,19.106186196435537
2020,19.349077452523133
2021,19.830350497256248
2022,21.29139213444922
