Year,Rating
0,1500.0
2011,2102.4225821444256
2012,2425.3474685852066
2013,2636.0370546732
2014,2846.240139148
2015,2977.5592020525037
2016,3067.9529736072186
2017,3244.3710660363877
2018,3370.574389029381
2019,3504.6804088914782
2020,3598.9469383320607
2021,3686.226136199205
2022,3767.2078167767263
