Year,Rating
0,1500.0
2011,1134.8573161084425
2012,1251.0561995483758
2013,1168.712289492768
2014,1172.2773608597913
2015,1398.3020132138092
2016,1230.1886960908223
2017,1093.3223797129583
2018,1273.3076062763785
2019,1226.7351448054067
2020,1093.5029810525498
2021,1133.9446327557139
2022,1073.1265104540262
