Year,Rating
0,1500.0
2011,1175.3174896968703
2012,1074.1320095988385
2013,871.0490882682951
2014,723.826529771051
2015,725.7411498478596
2016,1036.1648184254875
2017,1251.3180343996978
2018,861.4747016708186
2019,936.8291254053177
2020,816.6383765249561
2021,1044.650016283278
2022,1429.3753432646602
