Year,Rating
0,1500.0
2011,1435.9384176522337
2012,1440.9028684184539
2013,1429.8107576946093
2016,1372.4276669688593
2019,1314.6367110316255
2020,1379.4644380146524
2021,1365.9676821150988
2022,1453.0407774254988
