Year,Rating
0,1500.0
2011,1449.971760043677
2012,1428.309017549692
2013,1521.5715306163725
2016,1572.9112366671814
2019,1612.6057960507414
2020,1639.7153953811612
2021,1657.582122499917
2022,1656.1992350483924
