Year,Rating
0,1500.0
2011,1421.7629824785956
2012,1564.636271070095
2013,1527.6979151081193
2016,1552.0947601603038
2019,1583.6887658661744
2020,1591.9166800307432
2021,1557.7956426736919
2022,1436.4080172651124
