Year,Rating
0,1500.0
2011,1562.515067818065
2012,1652.0221314230773
2013,1655.9531631699563
2016,1735.6720759670159
2019,1833.6275263724265
2020,1913.9505437685384
2021,1854.0443156942486
2022,1775.4118333998051
