Year,Rating
0,1500.0
2011,1169.4615190101183
2012,1726.2721060572887
2014,1655.477577976552
2018,1506.8989102486667
2019,1517.987277308918
2020,1471.6201784262007
2021,1472.543044399267
2022,1470.206017518156
