Year,Rating
0,1500.0
2011,1003.8802593561401
2012,727.6498488738822
2013,522.7676587420559
2014,360.23437791492614
2018,246.78818981034107
2019,150.93804269021177
2020,129.94850708088063
2021,8.516223926356936
2022,7.701247391749277
